ID,Reference,Species,Synonym,Family,Growth_form,Life_span,Tissue,Seed_Cat,Leaf_strategy,Leaf_form,PS_type,Dr
2885,Kutschera et al. 2009:126,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,0.76
2886,Kutschera et al. 2009:127,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,0.61
2887,Kutschera et al. 2009:128,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,1.13
2888,Kutschera et al. 2009:129,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,1.25
2889,Kutschera et al. 2009:130,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,0.62
2890,Kutschera et al. 2009:131,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,1.53
2891,Kutschera et al. 2009:132,Solanum tuberosum,"""Irish Potato""",Solanaceae,Forb,P,Herbaceous,Dicot,,,C3,0.73
2892,Kutschera et al. 2009:133,Nicotiana tabacum,"""cultivated tobacco""",Solanaceae,Forb,A,Herbaceous,Dicot,,,C3,1.31
2893,Kutschera et al. 2009:134,Nicotiana tabacum,"""cultivated tobacco""",Solanaceae,Forb,A,Herbaceous,Dicot,,,C3,1.26
2894,Kutschera et al. 2009:135,Phacelia tanacetifolia,"""lacy phacelia""; family: Hydrophyllaceae",Boraginaceae,Forb,A,Herbaceous,Dicot,,,C3,0.88
2895,Kutschera et al. 2009:136,Apium graveolens,var dulce wild celery,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.63
2896,Kutschera et al. 2009:137,Petroselinum crispum,"convar. radicosum ""parsley""",Apiaceae,Forb,A,Herbaceous,Dicot,,,C3,0.75
2897,Kutschera et al. 2009:138,Carum carvi,caraway,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.68
2898,Kutschera et al. 2009:139,Carum carvi,caraway,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.8
2899,Kutschera et al. 2009:140,Carum carvi,caraway,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.9
2900,Kutschera et al. 2009:141,Foeniculum vulgare,"""sweet fennel"" var. azoricum",Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.1
2901,Kutschera et al. 2009:142,Foeniculum vulgare,"""sweet fennel"" var. azoricum",Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.13
2902,Kutschera et al. 2009:143,Anethum graveolens,"""dill""",Apiaceae,Forb,A,Herbaceous,Dicot,,,C3,0.88
2903,Kutschera et al. 2009:144,Levisticum officinale,"""garden lovage""",Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.09
2904,Kutschera et al. 2009:145,Pastinaca sativa,"""wild parsnip""",Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.27
2905,Kutschera et al. 2009:146,Daucus carota,"""carrot"" ssp. sativus",Apiaceae,Forb,A,Herbaceous,Dicot,,,C3,1.09
2906,Kutschera et al. 2009:147,Cichorium intybus,"""chicory"" var. foliosum",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.93
2907,Kutschera et al. 2009:148,Cichorium intybus,"""chicory"" var. foliosum",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.22
2908,Kutschera et al. 2009:149,Cichorium intybus,"""chicory"" var. foliosum",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.88
2909,Kutschera et al. 2009:150,Lactuca sativa,"""garden lettuce"" var. capitata",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,0.61
2910,Kutschera et al. 2009:151,Lactuca sativa,"""garden lettuce"" var. capitata",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,0.8
2911,Kutschera et al. 2009:152,Cynara scolymus,"""globe artichoke""",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.71
2912,Kutschera et al. 2009:153,Cynara cardunculus,"""cardoon""",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.7
2913,Kutschera et al. 2009:154,Carthamus tinctorius,"""safflower""",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,1.04
2914,Kutschera et al. 2009:155,Helianthus annuus,"""common sunflower""",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,1.9
2915,Kutschera et al. 2009:156,Helianthus annuus,"""common sunflower""",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,0.68
2916,Kutschera et al. 2009:157,Helianthus annuus,"""common sunflower""",Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,1.8
2917,Kutschera et al. 2009:158,Helianthus tuberosus,"""Jerusalem artichoke""",Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.3
2918,Kutschera et al. 1992:7 (upper),Equisetum variegatum,,Equisetaceae,Forb,P,Herbaceous,Pteridophyte,,,C3,0.58
2919,Kutschera et al. 1992:7 (lower),Equisetum variegatum,,Equisetaceae,Forb,P,Herbaceous,Pteridophyte,,,C3,0.38
2920,Kutschera et al. 1992:8,Botrychium virginianum,,Ophioglossaceae,Forb,P,Herbaceous,Pteridophyte,,,C3,0.14
2921,Kutschera et al. 1992:9,Botrychium lunaria,,Ophioglossaceae,Forb,P,Herbaceous,Pteridophyte,,,C3,0.1
2922,Kutschera et al. 1992:10,Caltha palustris,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.54
2923,Kutschera et al. 1992:11,Trollius europaeus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.44
2924,Kutschera et al. 1992:12,Thalictrum lucidum,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.39
2925,Kutschera et al. 1992:13,Pulsatilla alba,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.5
2926,Kutschera et al. 1992:14,Pulsatilla vernalis,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.35
2927,Kutschera et al. 1992:15,Pulsatilla grandis,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.51
2928,Kutschera et al. 1992:18,Ranunculus hybridus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.27
2929,Kutschera et al. 1992:20,Ranunculus montanus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.42
2930,Kutschera et al. 1992:21,Ranunculus nemorosus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.42
2931,Kutschera et al. 1992:26,Ranunculus oreophilus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.27
2932,Kutschera et al. 1992:27,Adonis vernalis,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.7
2933,Baitulin 1979:53,Trifolium pratense,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.72
2934,Kutschera et al. 1992:31,Stellaria nemorum,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.15
2935,Kutschera et al. 1992:37,Dianthus superbus,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.05
2936,Kutschera et al. 1992:38,Dianthus carthusianorum,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,1.48
2937,Kutschera et al. 1992:39,Silene nutans,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,1.8
2938,Kutschera et al. 1992:40,Silene otites,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.49
2939,Kutschera et al. 1992:41,Lychnis flos-cuculi,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.37
2940,Kutschera et al. 1992:42,Lychnis viscaria,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.82
2941,Kutschera et al. 1992:43,Lychnis viscaria,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,0.98
2942,Kutschera et al. 1992:44,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,4.1
2943,Kutschera et al. 1992:46,Salicornia europaea,,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,0.23
2944,Kutschera et al. 1992:47,Arthrocnemum fruticosum,Salicornia fruticosa,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.1
2945,Kutschera et al. 1992:48,Rumex acetosa,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,1.06
2946,Kutschera et al. 1992:49,Rumex acetosa,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
2947,Kutschera et al. 1992:50,Rumex thyrsiflorus,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,3.66
2948,Kutschera et al. 1992:51,Rumex alpinus,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,2.9
2949,Kutschera et al. 1992:52,Rumex crispus,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,1.9
2950,Kutschera et al. 1992:53,Rumex crispus,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,1.78
2951,Kutschera et al. 1992:54,Rumex obtusifolius,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,2.64
2952,Kutschera et al. 1992:55,Rumex maritimus,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.46
2953,Kutschera et al. 1992:56,Polygonum bistoria,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.77
2954,Kutschera et al. 1992:57,Polygonum bistoria,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.47
2955,Kutschera et al. 1992:58,Polygonum viviparum,Polygonum viviparum (Bistorta vivipara),Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.243
2956,Kutschera et al. 1992:59,Armeria maritima,,Plumbaginaceae,Forb,P,Herbaceous,Dicot,,,C3,0.8
2957,Kutschera et al. 1992:60,Armeria alpina,,Plumbaginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.41
2958,Kutschera et al. 1992:61,Hypericum perforatum,,Hypericaceae,Forb,P,Herbaceous,Dicot,,,C3,0.58
2959,Kutschera et al. 1992:62,Hypericum maculatum,,Hypericaceae,Forb,P,Herbaceous,Dicot,,,C3,0.72
2960,Kutschera et al. 1992:63,Helianthemum ovatum,,Cistaceae,Forb,P,Herbaceous,Dicot,,,C3,1.57
2961,Kutschera et al. 1992:64,Helianthemum canum,,Cistaceae,Forb,P,Herbaceous,Dicot,,,C3,0.5
2962,Kutschera et al. 1992:65,Fumana procumbens,,Cistaceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
2963,Kutschera et al. 1992:66,Fumana procumbens,,Cistaceae,Forb,P,Herbaceous,Dicot,,,C3,0.45
2964,Kutschera et al. 1992:67,Viola canina,,Violaceae,Forb,P,Herbaceous,Dicot,,,C3,0.39
2965,Kutschera et al. 1992:68,Viola hirta,,Violaceae,Forb,P,Herbaceous,Dicot,,,C3,0.42
2966,Kutschera et al. 1992:69,Viola palustris,,Violaceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
2967,Kutschera et al. 1992:70,Viola tricolor,,Violaceae,Forb,P,Herbaceous,Dicot,,,C3,0.22
2968,Kutschera et al. 1992:71,Erysimum hieraciifolium,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.63
2969,Kutschera et al. 1992:72,Erysimum diffusum,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.67
2970,Kutschera et al. 1992:73,Cardamine pratensis,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
2971,Kutschera et al. 1992:74,Cardaminopsis halleri,Arabidopsis halleri,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.19
2972,Kutschera et al. 1992:75,Arabis hirsuta,,Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.4
2973,Kutschera et al. 1992:76,Alyssum montanum,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.51
2974,Kutschera et al. 1992:77,Biscutella laevigata,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,2.14
2975,Kutschera et al. 1992:78,Biscutella laevigata,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.18
2976,Kutschera et al. 1992:79,Lepidium crassifolium,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.54
2977,Kutschera et al. 1992:80,Euphorbia seguierana,,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.76
2978,Kutschera et al. 1992:81,Euphorbia seguierana,,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.23
2979,Kutschera et al. 1992:82,Euphorbia cyparissias,,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.89
2980,Kutschera et al. 1992:83,Euphorbia myrsinites,,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,3.41
2981,Kutschera et al. 1992:84,Loiseleuria procumbens,,Ericaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,0.27
2982,Kutschera et al. 1992:85,Calluna vulgaris,,Ericaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.38
2983,Kutschera et al. 1992:86,Calluna vulgaris,,Ericaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.78
2984,Kutschera et al. 1992:87,Lysimachia vulgaris,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.89
2985,Kutschera et al. 1992:88,Lysimachia nummularia,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.32
2986,Kutschera et al. 1992:89,Soldanella pusilla,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
2987,Kutschera et al. 1992:90,Primula veris,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.31
2988,Kutschera et al. 1992:91,Primula elatior,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.18
2989,Kutschera et al. 1992:92,Primula vulgaris,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.22
2990,Kutschera et al. 1992:93,Primula furinosa,,Primulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.17
2991,Kutschera et al. 1992:94,Filipendula ulmaria,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.62
2992,Kutschera et al. 1992:95,Filipendula vulgaris,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.62
2993,Kutschera et al. 1992:96,Agrimonia eupatoria,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,1.55
2994,Kutschera et al. 1992:97,Sanguisorba officinalis,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,1
2995,Kutschera et al. 1992:98,Sanguisorba minor,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,1.5
2996,Kutschera et al. 1992:99,Geum reptans,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.15
2997,Kutschera et al. 1992:100,Geum montanum,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.17
2998,Kutschera et al. 1992:101,Geum rivale,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.65
2999,Kutschera et al. 1992:102,Potentilla alba,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.17
3000,Kutschera et al. 1992:103,Potentilla rupestris,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.61
3001,Kutschera et al. 1992:104,Potentilla anserina,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.42
3002,Kutschera et al. 1992:105,Potentilla argentea,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,1.1
3003,Kutschera et al. 1992:106,Potentilla arenaria,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.44
3004,Kutschera et al. 1992:107,Potentilla pusilla,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,1.41
3005,Kutschera et al. 1992:108,Potentilla heptaphylla,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.7
3006,Kutschera et al. 1992:109,Potentilla aurea,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
3007,Kutschera et al. 1992:110,Potentilla anglica,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.97
3008,Kutschera et al. 1992:111,Potentilla erecta,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.55
3009,Kutschera et al. 1992:112,Alchemilla monticola,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.23
3010,Kutschera et al. 1992:113,Sedum sexangulare,,Crassulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
3011,Kutschera et al. 1992:114,Sedum acre,,Crassulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.12
3012,Kutschera et al. 1992:115,Saxifraga granulata,,Saxifragaceae,Forb,P,Herbaceous,Dicot,,,C3,0.16
3013,Kutschera et al. 1992:116,Parnassia palustris,,Celastraceae,Forb,P,Herbaceous,Dicot,,,C3,0.09
3014,Kutschera et al. 1992:117,Genista tinctoria,,Fabaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,2.76
3015,Kutschera et al. 1992:118,Genista tinctoria,,Fabaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,1.77
3016,Kutschera et al. 1992:119,Genista pilosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.48
3017,Kutschera et al. 1992:120,Genista germanica,,Fabaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.9
3018,Kutschera et al. 1992:121,Chamaespartium sagittale,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.1
3019,Kutschera et al. 1992:122,Chamaespartium sagittale,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.31
3020,Kutschera et al. 1992:123,Chamaespartium sagittale,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.12
3021,Kutschera et al. 1992:124,Astragalus austriacus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.39
3022,Kutschera et al. 1992:125,Astragalus onobrychis,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.72
3023,Kutschera et al. 1992:126,Astragalus onobrychis,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.6
3024,Kutschera et al. 1992:127,Astragalus kazbeki,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.2
3025,Kutschera et al. 1992:128,Astragalus denudatus,,Fabaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.7
3026,Kutschera et al. 1992:129,Oxytropis pilosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.78
3027,Kutschera et al. 1992:130,Oxytropis campestris,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.01
3028,Kutschera et al. 1992:131,Anthyllis vulneraria,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.68
3029,Kutschera et al. 1992:132,Dorycnium germanicum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.98
3030,Kutschera et al. 1992:133 top,Lotus uliginosus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.3
3031,Kutschera et al. 1992:133 bottom,Lotus uliginosus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.3
3032,Kutschera et al. 1992:134,Coronilla vaginalis,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,0.45
3033,Kutschera et al. 1992:135 right,Ornithopus perpusillus,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.18
3034,Kutschera et al. 1992:135 left,Ornithopus perpusillus,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.18
3035,Kutschera et al. 1992:136 top,Hippocrepis comosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.61
3036,Kutschera et al. 1992:136 bottom,Hippocrepis comosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.66
3037,Kutschera et al. 1992:137 left,Hippocrepis comosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
3038,Kutschera et al. 1992:137 right,Hippocrepis comosa,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
3039,Kutschera et al. 1992:138 left,Hedysarum coronarium,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.21
3040,Kutschera et al. 1992:138 right,Hedysarum coronarium,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.21
3041,Kutschera et al. 1992:139,Onobrychis montana,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.57
3042,Kutschera et al. 1992:140,Onobrychis arenaria,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.18
3043,Kutschera et al. 1992;Kutschera & Lichtenegger 2002,Ononis repens,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.43
3044,Kutschera et al. 1992;Kutschera & Lichtenegger 2002,Ononis spinosa,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,2.0215
3045,Kutschera et al. 1992:143,Ononis spinosa,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.49
3046,Kutschera et al. 1992:144,Ononis spinosa,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,2.24
3047,Kutschera et al. 1992:146,Trigonella balansae,"""Bockshornklee""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,2
3048,Kutschera et al. 1992:148,Medicago minima,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.22
3049,Kutschera et al. 1992:149,Trifolium campestre,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.41
3050,Kutschera et al. 1992:150,Trifolium dubium,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.18
3051,Kutschera et al. 1992:151,Trifolium aureum,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.33
3052,Kutschera et al. 1992:152,Trifolium badium,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.34
3053,Kutschera et al. 1992:153,Trifolium montanum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.9
3054,Kutschera et al. 1992:154,Trifolium subterraneum,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.6
3055,Kutschera et al. 1992:155,Trifolium fragiferum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.13
3056,Kutschera et al. 1992:156,Trifolium pratense,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.69
3057,Kutschera et al. 1992:157,Trifolium pratense,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.57
3058,Kutschera et al. 1992:158,Trifolium trichocephalum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.29
3059,Kutschera et al. 1992:159,Vicia sepium,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.52
3060,Kutschera et al. 1992:160,Lathyrus pratensis,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.18
3061,Kutschera et al. 1992:161,Linum austriacum,,Linaceae,Forb,P,Herbaceous,Dicot,,,C3,0.99
3062,Kutschera et al. 1992:162,Linum tenuifolium,,Linaceae,Forb,P,Herbaceous,Dicot,,,C3,0.41
3063,Kutschera et al. 1992:163,Linum catharticum,,Linaceae,Forb,P,Herbaceous,Dicot,,,C3,0.18
3064,Kutschera et al. 1992:164,Geranium pratense,,Geraniaceae,Forb,P,Herbaceous,Dicot,,,C3,0.54
3065,Kutschera et al. 1992:165,Geranium sylvaticum,,Geraniaceae,Forb,P,Herbaceous,Dicot,,,C3,0.49
3066,Kutschera et al. 1992:166,Geranium phaeum,,Geraniaceae,Forb,P,Herbaceous,Dicot,,,C3,0.67
3067,Kutschera et al. 1992:167,Polygala amarella,,Polygalaceae,Forb,P,Herbaceous,Dicot,,,C3,0.1
3068,Kutschera et al. 1992:168,Polygala comosa,,Polygalaceae,Forb,P,Herbaceous,Dicot,,,C3,0.44
3069,Kutschera et al. 1992:169,Lythrum salicaria,,Lythraceae,Forb,P,Herbaceous,Dicot,,,C3,0.64
3070,Kutschera et al. 1992:170_left,Hydrocotyle vulgaris,family: Apiaceae,Araliaceae,Forb,P,Herbaceous,Dicot,,,C3,0.06
3071,Kutschera et al. 1992:170_right,Hydrocotyle vulgaris,family: Apiaceae,Araliaceae,Forb,P,Herbaceous,Dicot,,,C3,0.06
3072,Kutschera et al. 1992:172,Eryngium campestre,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.68
3073,Kutschera et al. 1992:173,Echinophora spinosa,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.58
3074,Kutschera et al. 1992:174,Bupleurum falcatum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.52
3075,Kutschera et al. 1992:175_left,Trinia glauca,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.27
3076,Kutschera et al. 1992:175_right,Trinia glauca,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.27
3077,Kutschera et al. 1992:176,Carum carvi,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.25
3078,Kutschera et al. 1992:177_left,Carum caucasicum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.09
3079,Kutschera et al. 1992:177_middle,Carum caucasicum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.09
3080,Kutschera et al. 1992:177_right,Carum caucasicum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.09
3081,Kutschera et al. 1992:178_left,Chamaesciadium acaule,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.93
3082,Kutschera et al. 1992:178_right,Chamaesciadium acaule,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.93
3083,Kutschera et al. 1992:179,Pimpinella major,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.77
3084,Kutschera et al. 1992:180_left,Pimpinella saxifraga,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.73
3085,Kutschera et al. 1992:180_right,Pimpinella saxifraga,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.73
3086,Kutschera et al. 1992:182,Aegopodium podagraria,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.7
3087,Kutschera et al. 1992:183,Berula erecta,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
3088,Kutschera et al. 1992:184,Seseli libanotis,,Apiaceae,Forb,A,Herbaceous,Dicot,,,C3,1.36
3089,Kutschera et al. 1992:185,Seseli osseum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1
3090,Kutschera et al. 1992:186,Seseli annuum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.66
3091,Kutschera et al. 1992:187,Seseli hippomarathrum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.07
3092,Kutschera et al. 1992:188,Silaum silaus,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.3
3093,Kutschera et al. 1992:189,Meum athamanticum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.28
3094,Kutschera et al. 1992:190,Meum athamanticum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.3
3095,Kutschera et al. 1992:191,Cnidium dubium,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.23
3096,Kutschera et al. 1992:192,Selinum carvifolia,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.57
3097,Kutschera et al. 1992:193,Ligusticum mutellina,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.68
3098,Kutschera et al. 1992:194,Angelica sylvestris,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.45
3099,Kutschera et al. 1992:195,Angelica sylvestris,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.29
