uniqueID,lat,long,XFT database,Group,Family,Genus,Species,class_gbif,order_gbif,family_gbif,binomial_gnr,genus_gnr,species_gnr,subsp/var/f/hybrid/mutant,subsp. Name,Plant organ,Developmental stage,Growth form,N / G,"Mega-, meso-, micro-, 4",Height max (m),Height actual (m),DBH (cm),Year,Month(s),Day,Hemisphere,P50,P50 number of samples,P50 SD,P50 SE,P12,P88,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),"Ks SE (standard error, kg m-1 MPa-1 s-1)",KL (kg m-1 MPa-1 s-1),"KL SE (standard error, kg m-1 MPa-1 s-1)",psi-min predawn (MPa),SE psi-min predawn (MPa),psi- min midday (MPa),SE psi-min midday (MPa),Huber value (m2 m-2),Leaf to sapwood area ratio (m2 m-2),Sapwood capacitance (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Vessel length method,Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vessel grouping index,Ac (intervessel contact fraction),Intervessel pit membrane surface area (µm2),Interconduit pit diameter (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (um),Torus overlap,Vestured pits,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,MOR (MPa),EI (N m2),MOE (MPa),t (interconduit cell wall thickness; um),(t/b)2,d (g/cm3),SLA (cm2 g-1),LMA (g m-2),Leaf size (cm2),K_leaf_max,Total stomata density,Stomatal index,Gs (mol m-2 s-1),Gsmin (mol m-2 s-1),Gcut (mol m-2 s-1),Phenology,Amax (micromol/m2/s),d13C,TLP (MPa),Location,Country,Altitude (m),Altitude provenance (m),Soil density (kg/m?),Sand (%),Clay (%),Silt (%) (= 100% - % clay - % sand),Short reference (authors year),Reference - DOI number,Contributor I name,Contributor II name = ROW DOUBLE-CHECKED,Notes
42,47.3,11.5,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,4,48,14,,2015,July/August,,N,-3.4,3,,0.1,-2.72,-4.06,S,PW,CA,0.72,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Absam, Tyrol",Austria,1021,,,,,,BŠr et al. 2018,10.1111/nph.14916,Stefan Mayr/Andrea Ganthaler,Marylou Mantova,
43,46.28333,3.233333,2013-2020 period,angiosperm,Fagaceae,Fagus,sylvatica,Magnoliopsida,Fagales,Fagaceae,Fagus sylvatica,Fagus,sylvatica,,,S,Sa,T,G,1,40,,,,,,N,-2.46,,0.096,,-1.42,-3.54,S,PW,DH,,,,,,,-4.74,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,Clermont-Ferrand,France,300,,,,,,Barigah et al. 2013,10.1093/aob/mct204,Cochard,Amanda Cardoso,
44,46.28333,3.233333,2013-2020 period,angiosperm,Salicaceae,Populus,deltoides ? P. nigra,Magnoliopsida,Malpighiales,Salicaceae,Populus nigra,Populus,nigra,Hybrid,,S,Sa,T,G,,,,,,,,N,-1.31,,0.056,,-0.73,-1.9,S,PW,DH,,,,,,,-1.75,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,Clermont-Ferrand,France,300,,,,,,Barigah et al. 2013,10.1093/aob/mct204,Cochard,Amanda Cardoso,
45,-37.75,-58.28333,2013-2020 period,angiosperm,Myrtaceae,Eucalyptus,globulus,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus globulus,Eucalyptus,globulus,,,S,A,T,N,1,,,,,,,,-3.73,12,1.27,,-2.13,-5.62,,,AD,,,,,,,,,,,,,,,,,49.94,78.08,,,,,,,,,,,,,diffuse-porous,,,,,,,,,0.65,,,,,,,,,,E,,,,"Balcarce, Buenos Aires",Argentina,97,,,,,,Barotto et al. 2018,10.1093/treephys/tpx138,Alice Gauthey,Gregory Gambetta,"High wood density race (from supplementary data: possibly Strzelecki, provenance Jeeranlang)"
46,-37.75,-58.28333,2013-2020 period,angiosperm,Myrtaceae,Eucalyptus,globulus,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus globulus,Eucalyptus,globulus,,,S,A,T,N,1,,,,,,,,-2.7,12,1.02,,-1.51,-4.1,,,AD,,,,,,,,,,,,,,,,,53.11,70.74,,,,,,,,,,,,,diffuse-porous,,,,,,,,,0.59,,,,,,,,,,E,,,,"Balcarce, Buenos Aires",Argentina,97,,,,,,Barotto et al. 2018,10.1093/treephys/tpx138,Alice Gauthey,Gregory Gambetta,"Low wood density race (from supplementary data: possibly Western Otways, provenance Otways National Park)"
47,-37.34333333,-59.13444444,2013-2020 period,angiosperm,Myrtaceae,Eucalyptus,camaldulensis,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus camaldulensis,Eucalyptus,camaldulensis,,,S,A,T,C,1,,,,,,,,-4.22,5,0.96,,-2.12,-6.79,S,W,AS,0.95,,,,,,,,,,,,0.02498,air-injection,61,45.5,,,,,,,,6.36,,,,,,,diffuse-porous,,tracheids,yes,,,,,0.008,0.751,,,,,,,,,,E,,,,Tandil,Argentina,,,,,,,Barotto et al. 2016,10.1093/treephys/tpw072,Alice Gauthey,Ajaree Thonglim,
48,-37.34333333,-59.13444444,2013-2020 period,angiosperm,Myrtaceae,Eucalyptus,viminalis,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus viminalis,Eucalyptus,viminalis,,,S,A,T,C,1,,,,,,,,-3.76,4,0.44,,-1.85,-6.07,S,W,AS,1.79,,,,,,,,,,,,0.02452,air-injection,61,49.7,,,,,,,,4.32,,,,,,,diffuse-porous,,tracheids,yes,,,,,0.009,0.753,,,,,,,,,,E,,,,Tandil,Argentina,,,,,,,Barotto et al. 2016,10.1093/treephys/tpw072,Alice Gauthey,Ajaree Thonglim,
49,-37.34333333,-59.13444444,2013-2020 period,angiosperm,Myrtaceae,Eucalyptus,globulus,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus globulus,Eucalyptus,globulus,,,S,A,T,C,1,,,,,,,,-2.44,6,0.78,,-0.61,-7.48,E,W,AS,0.32,,,,,,,,,,,,0.02967,air-injection,61,34.4,,,,,,,,5.68,,,,,,,diffuse-porous,,tracheids,yes,,,,,0.012,0.771,,,,,,,,,,E,,,,Tandil,Argentina,,,,,,,Barotto et al. 2016,10.1093/treephys/tpw072,Alice Gauthey,Ajaree Thonglim,
50,-3.016666667,-60.35,2013-2020 period,angiosperm,Caryocaraceae,Caryocar,glabrum,Magnoliopsida,Malpighiales,Caryocaraceae,Caryocar glabrum,Caryocar,glabrum,,,S,A,T,N,1,50,,,,,,S,-1.78,2,,,,-3.1,S,PW,Pn,,,,,,,-1.1,,,,,,,,,,34.6,578.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
51,-3.016666667,-60.35,2013-2020 period,angiosperm,Fabaceae,Dypterix,odorata,Magnoliopsida,Fabales,Fabaceae,Dypterix sp.,Dypterix,sp.,,,S,A,T,N,1,31,,,,,,S,-4.47,2,,,,-6.22,S,PW,Pn,,,,,,,-2.67,,,,,,,,,,30.1,285.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,"Leaf phenology is 'semi-deciduous', coded as D"
52,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Eschweilera,coriaceae,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera coriacea,Eschweilera,coriacea,,,S,A,T,N,1,37,,,,,,S,-1.57,4,,,,-1.59,S,PW,Pn,,,,,,,-1.54,,,,,,,,,,30.1,465.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
53,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Eschweilera,cyathiformis,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera cyathiformis,Eschweilera,cyathiformis,,,S,A,T,N,1,40,,,,,,S,-3.05,1,,,,-4.74,S,PW,Pn,,,,,,,-2.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
54,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Eschweilera,sp,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera sp.,Eschweilera,sp.,,,S,A,T,N,,,,,,,,S,-2.47,1,,,,-6.2,S,PW,Pn,,,,,,,-2.545,,,,,,,,,,19.4,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
55,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Eschweilera,wachenheimii,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera wachenheimii,Eschweilera,wachenheimii,,,S,A,T,N,1,25,,,,,,S,-2.19,2,,,,-2.86,S,PW,Pn,,,,,,,-1.59,,,,,,,,,,29.3,337.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
56,-3.016666667,-60.35,2013-2020 period,angiosperm,Celastraceae,Goupia,glabra,Magnoliopsida,Malpighiales,Goupiaceae,Goupia glabra,Goupia,glabra,,,S,A,T,N,1,40,,,,,,S,-2.2,3,,,,-3.8,S,PW,Pn,,,,,,,-1.14,,,,,,,,,,31,495.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,Leaf phenology usually evergreen but occasionally drought deciduous
57,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Gustavia,elliptica,Magnoliopsida,Ericales,Lecythidaceae,Gustavia elliptica,Gustavia,elliptica,,,S,A,T,N,2,20,,,,,,S,-2.75,3,,,,-6.64,S,PW,Pn,,,,,,,-1.63,,,,,,,,,,20.8,890.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
58,-3.016666667,-60.35,2013-2020 period,angiosperm,Lecitidaceae,Lecyths,prancei,Magnoliopsida,Ericales,Lecythidaceae,Lecythis prancei,Lecythis,prancei,,,S,A,T,N,1,35,,,,,,S,-1.8,3,,,,-2.13,S,PW,Pn,,,,,,,-1.93,,,,,,,,,,30.2,384.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
59,-3.016666667,-60.35,2013-2020 period,angiosperm,Moraceae,Maquira,sclerophylla,Magnoliopsida,Rosales,Moraceae,Maquira sclerophylla,Maquira,sclerophylla,,,S,A,T,N,1,25,,,,,,S,-2.21,3,,,,-3.82,S,PW,Pn,,,,,,,-1.72,,,,,,,,,,26.5,773.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
60,-3.016666667,-60.35,2013-2020 period,angiosperm,Olacaceae,Minquartia,guianensis,Magnoliopsida,Santalales,Coulaceae,Minquartia guianensis,Minquartia,guianensis,,,S,A,T,N,2,20,,,,,,S,-2.16,2,,,,-4.56,S,PW,Pn,,,,,,,-1.8,,,,,,,,,,16.3,611.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
61,-3.016666667,-60.35,2013-2020 period,angiosperm,Lauraceae,Ocotea,sp,Magnoliopsida,Laurales,Lauraceae,Ocotea sp.,Ocotea,sp.,,,S,A,T,N,,,,,,,,S,-1.84,2,,,,-3.6,S,PW,Pn,,,,,,,-2.16,,,,,,,,,,33.5,206.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
62,-3.016666667,-60.35,2013-2020 period,angiosperm,Sapotaceae,Pouteria,anomala,Magnoliopsida,Ericales,Sapotaceae,Pouteria anomala,Pouteria,anomala,,,S,A,T,N,1,35,,,,,,S,-1.01,3,,,,-1.47,S,PW,Pn,,,,,,,-1.35,,,,,,,,,,23.9,770.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
63,-3.016666667,-60.35,2013-2020 period,angiosperm,Sapotaceae,Pouteria,erythrochrysa,Magnoliopsida,Ericales,Sapotaceae,Pouteria erythrochrysa,Pouteria,erythrochrysa,,,S,A,T,N,,,,,,,,S,-3.92,1,,,,-6.96,S,PW,Pn,,,,,,,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
64,-3.016666667,-60.35,2013-2020 period,angiosperm,Burseraceae,Protium,hebetatum,Magnoliopsida,Sapindales,Burseraceae,Protium hebetatum,Protium,hebetatum,,,S,A,T,N,,,,,,,,S,-1.49,3,,,,-3.52,S,PW,Pn,,,,,,,-1.16,,,,,,,,,,19.3,697.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
65,-3.016666667,-60.35,2013-2020 period,angiosperm,Bombacaceae,Scleronema,micranthum,Magnoliopsida,Malvales,Malvaceae,Scleronema micranthum,Scleronema,micranthum,,,S,A,T,N,,,,,,,,S,-1.77,3,,,,-1.97,S,PW,Pn,,,,,,,-1.13,,,,,,,,,,34.5,602.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
66,-3.016666667,-60.35,2013-2020 period,angiosperm,Fabaceae,Zygia,racemosa,Magnoliopsida,Fabales,Fabaceae,Zygia racemosa,Zygia,racemosa,,,S,A,T,N,1,30,,,,,,S,-3.02,3,,,,-6.19,S,PW,Pn,,,,,,,-1.16,,,,,,,,,,23,188.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuieras Biological Reserve, Manaus, Amazonas",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
67,-2.85,-54.96666667,2013-2020 period,angiosperm,Violaceae,Amphyrrhox,longifolia,Magnoliopsida,Malpighiales,Violaceae,Amphirrhox longifolia,Amphirrhox,longifolia,,,S,A,T,N,,,,,,,,S,-2.28,5,,,,-5.77,S,PW,Pn,,,,,,,-2.12,,,,,,,,,,15.1,1005.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
68,-2.85,-54.96666667,2013-2020 period,angiosperm,Fabaceae,Chamaecrista,xinguensis,Magnoliopsida,Fabales,Fabaceae,Chamaecrista xinguensis,Chamaecrista,xinguensis,,,S,A,T,N,,,,,,,,S,-3.24,3,,,,-6.05,S,PW,Pn,,,,,,,-2.68,,,,,,,,,,32.9,300.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
69,-2.85,-54.96666667,2013-2020 period,angiosperm,Rubiaceae,Coussarea,albescens,Magnoliopsida,Gentianales,Rubiaceae,Coussarea albescens,Coussarea,albescens,,,S,A,T,N,,,,,,,,S,-4.86,3,,,,-6.64,S,PW,Pn,,,,,,,-3.21,,,,,,,,,,14.5,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
70,-2.85,-54.96666667,2013-2020 period,angiosperm,Humiriaceae,Endopleura,uchi,Magnoliopsida,Malpighiales,Humiriaceae,Endopleura uchi,Endopleura,uchi,,,S,A,T,N,1,30,,,,,,S,-1.52,2,,,,-4.83,S,PW,Pn,,,,,,,-1.62,,,,,,,,,,26.4,594.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
71,-2.85,-54.96666667,2013-2020 period,angiosperm,Vochysiaceae,Erisma,unsinatum,Magnoliopsida,Myrtales,Vochysiaceae,Erisma uncinatum,Erisma,uncinatum,,,S,A,T,N,2,18,,,,,,S,-2.13,3,,,,-3.24,S,PW,Pn,,,,,,,-1.22,,,,,,,,,,26.5,391.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
72,-2.85,-54.96666667,2013-2020 period,angiosperm,Sapotaceae,Manilkara,huberi,Magnoliopsida,Ericales,Sapotaceae,Manilkara huberi,Manilkara,huberi,,,S,A,T,N,1,50,,,,,,S,-1.75,3,,,,-4.51,S,PW,Pn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
73,-2.85,-54.96666667,2013-2020 period,angiosperm,Lauraceae,Mezilaurus,itauba,Magnoliopsida,Laurales,Lauraceae,Mezilaurus itauba,Mezilaurus,itauba,,,S,A,T,N,1,35,,,,,,S,-2.98,2,,,,-5.54,S,PW,Pn,,,,,,,-1.98,,,,,,,,,,25.8,992.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
74,-2.85,-54.96666667,2013-2020 period,angiosperm,Melastomataceae,Miconia,lepidota,Magnoliopsida,Myrtales,Melastomataceae,Miconia lepidota,Miconia,lepidota,,,S,A,T,N,,,,,,,,S,-5.02,3,,,,-6.76,S,PW,Pn,,,,,,,-3.01,,,,,,,,,,18.1,1337.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
75,-2.85,-54.96666667,2013-2020 period,angiosperm,Olacaceae,Minquartia,guianensis,Magnoliopsida,Santalales,Coulaceae,Minquartia guianensis,Minquartia,guianensis,,,S,A,T,N,2,20,,,,,,S,-2.16,2,,,,-4.56,S,PW,Pn,,,,,,,-1.8,,,,,,,,,,16.3,611.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
76,-2.85,-54.96666667,2013-2020 period,angiosperm,Burseraceae,Protium,apiculatum,Magnoliopsida,Sapindales,Burseraceae,Protium apiculatum,Protium,apiculatum,,,S,A,T,N,,,,,,,,S,-1.94,3,,,,-2.12,S,PW,Pn,,,,,,,-1.38,,,,,,,,,,23.3,956.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
77,-2.85,-54.96666667,2013-2020 period,angiosperm,Violaceae,Rinourea,passourea,Magnoliopsida,Malpighiales,Violaceae,Rinorea passoura,Rinorea,passoura,,,S,A,T,N,,,,,,,,S,-2.99,5,,,,-7.3,S,PW,Pn,,,,,,,-4.43,,,,,,,,,,12.5,909.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
78,-2.85,-54.96666667,2013-2020 period,angiosperm,Fabaceae,Tachigali,chrysophylla,Magnoliopsida,Fabales,Fabaceae,Tachigali chrysophylla,Tachigali,chrysophylla,,,S,A,T,N,1,25,,,,,,S,-3.79,2,,,,-5.13,S,PW,Pn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapaj—s National Forest, Par‡",Brazil,,,,,,,Barros et al. 2019,10.1111/nph.15909,pteridophyteanda V Barros,Leander Anderegg,
79,40.95,13.98333333,2013-2020 period,gymnosperm,Pinaceae,Pinus,pinea,Pinopsida,Pinales,Pinaceae,Pinus pinea,Pinus,pinea,,,T,A,T,N,4,30,14,,2014,December,,N,-3.29,5,0.12,,-2.4,-3.83,S,O,CA,5.09,1.6,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,,,,,5.38,,,,,,,,,,,,E,,,,"Castel Volturno Natural Reserve, Campania",Italy,8,,,,,,Battipaglia et al. 2016,10.1093/treephys/tpw034,Stefan Mayr/Andrea Ganthaler,Marylou Mantova,"Sigmoidal 5 Parameters equation, i.e. f = y0 + a (1 + exp (- (x - x0) / b)) ^ c"
80,47.26722222,11.39277778,2013-2020 period,angiosperm,Rosaceae,Malus,domestica,Magnoliopsida,Rosales,Rosaceae,Malus domestica,Malus,domestica,cultivar,Golden delicious,S,A,T,E,4,,,,,,,N,-5,5,0.534571,0.07,-2.9,-7.11,S,PW,CA,0.6348552,0.044919,,,-0.41,0.07,-2.73,0.11,,,,,,,,22,24.52,,,,,,,,459,,,,,,diffuse-porous,,,,,,,,0.00544,,,,,,265,,0.497,,,W,,,-2.97,"Innsbruck, Tyrol",Austria,600,,,,,,Beikircher et al. 2019,10.1093/jxb/erz070,Barbara Beikircher,Barigah,control trees; maximal height impossible to say as it depends on form and cultivar; not all the reported figures are present in the published paper
81,47.26722222,11.39277778,2013-2020 period,angiosperm,Rosaceae,Malus,domestica,Magnoliopsida,Rosales,Rosaceae,Malus domestica,Malus,domestica,cultivar,Golden delicious,S,A,T,E,4,,,,,,,N,-3.65,4,0.467293,0.07,-1.16,-6.14,S,PW,CA,1.0461136,0.1357552,,,-0.48,0.05,-3.04,0.07,,,,,,,,25.15,26.86,,,,,,,,415,,,,,,diffuse-porous,,,,,,,,0.00401,,,,,,267,,0.617,,,W,,,-2.65,"Innsbruck, Tyrol",Austria,600,,,,,,Beikircher et al. 2019,10.1093/jxb/erz070,Barbara Beikircher,Barigah,fertilised trees; maximal height impossible to say as it depends on form and cultivar; not all the reported figures are present in the published paper
82,47.26722222,11.39277778,2013-2020 period,angiosperm,Rosaceae,Malus,domestica,Magnoliopsida,Rosales,Rosaceae,Malus domestica,Malus,domestica,cultivar,Red Delicious,S,A,T,E,4,,,,,,,N,-4.77,5,0.383629,0.06,-2.85,-6.69,S,PW,CA,0.4731468,0.039928,,,-0.37,0.04,-2.52,0.08,,,,,,,,19.78,22.33,,,,,,,,382,,,,,,diffuse-porous,,,,,,,,0.0058,,,,,,253,,0.54,,,W,,,-2.37,"Innsbruck, Tyrol",Austria,600,,,,,,Beikircher et al. 2019,10.1093/jxb/erz070,Barbara Beikircher,Barigah,control trees; maximal height impossible to say as it depends on form and cultivar; not all the reported figures are present in the published paper
83,47.26722222,11.39277778,2013-2020 period,angiosperm,Rosaceae,Malus,domestica,Magnoliopsida,Rosales,Rosaceae,Malus domestica,Malus,domestica,cultivar,Red Delicious,S,A,T,E,4,,,,,,,N,-4.29,5,0.378546,0.06,-2.12,-6.46,S,PW,CA,0.768614,0.1088038,,,-0.44,0.04,-2.55,0.05,,,,,,,,20.71,23.18,,,,,,,,320,,,,,,diffuse-porous,,,,,,,,0.0041,,,,,,249,,0.571,,,W,,,-2.43,"Innsbruck, Tyrol",Austria,600,,,,,,Beikircher et al. 2019,10.1093/jxb/erz070,Barbara Beikircher,Barigah,fertilised trees; maximal height impossible to say as it depends on form and cultivar; not all the reported figures are present in the published paper
84,19.51222222,-96.94333333,2013-2020 period,angiosperm,Betulaceae,Carpinus,tropicalis,Magnoliopsida,Fagales,Betulaceae,Carpinus tropicalis,Carpinus,tropicalis,(Donn. Sm.) Lundell,,S,Sa,T,G,1,,,,,,,,-5.12,6,,,,-6.52,,W,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.82,,,,413.92,,0.54,,,W,8.88,,-2.75,"Instituto de Ecolog’a, Xalapa",Mexico,1347,,,,,,Berry et al. 2019,10.1002/ajb2.1356,Alice Gauthey,Gregory Gambetta,
85,19.51222222,-96.94333333,2013-2020 period,angiosperm,Clethraceae,Clethra,macrophylla,Magnoliopsida,Ericales,Clethraceae,Clethra macrophylla,Clethra,macrophylla,M.Martens & Galeotti,,S,Sa,T,G,4,,,,,,,,-3.31,6,,,,-5.04,,W,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.95,,,,459.84,,0.29,,,SD,14,,-1.95,"Instituto de Ecolog’a, Xalapa",Mexico,1347,,,,,,Berry et al. 2019,10.1002/ajb2.1356,Alice Gauthey,Gregory Gambetta,
86,19.51222222,-96.94333333,2013-2020 period,angiosperm,Hamamelidaceae,Liquidambar,styraciflua,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar styraciflua,Liquidambar,styraciflua,L.,,S,Sa,T,G,1,,,,,,,,-4.09,6,,,,-5.78,,W,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.56,,,,262,,0.29,,,W,14.27,,-2.78,"Instituto de Ecolog’a, Xalapa",Mexico,1347,,,,,,Berry et al. 2019,10.1002/ajb2.1356,Alice Gauthey,Gregory Gambetta,
